"sourcecountrycode","targetcountrycode","relationshiptype","weight"
"CY","IT","VOTE_2017_JURY","10"
"GE","IT","VOTE_2017_JURY","2"
"FR","IT","VOTE_2017_JURY","10"
"SM","IT","VOTE_2017_JURY","3"
"LT","IT","VOTE_2017_JURY","8"
"FI","IT","VOTE_2017_JURY","7"
"ME","IT","VOTE_2017_JURY","8"
"FI","IT","VOTE_2018_JURY","4"
"RU","IT","VOTE_2018_JURY","1"
"ES","IT","VOTE_2018_JURY","3"
"ME","IT","VOTE_2018_JURY","4"
"PT","IT","VOTE_2018_JURY","4"
"RS","IT","VOTE_2018_JURY","8"
"SM","IT","VOTE_2018_JURY","4"
"MT","IT","VOTE_2018_JURY","10"
"GR","IT","VOTE_2018_JURY","1"
"CY","IT","VOTE_2018_JURY","8"
"AL","IT","VOTE_2018_JURY","12"
"GR","IT","VOTE_2019_JURY","7"
"MT","IT","VOTE_2019_JURY","12"
"IL","IT","VOTE_2019_JURY","10"
"BE","IT","VOTE_2019_JURY","12"
"ME","IT","VOTE_2019_JURY","2"
"CY","IT","VOTE_2019_JURY","8"
"CH","IT","VOTE_2019_JURY","5"
"PT","IT","VOTE_2019_JURY","6"
"AL","IT","VOTE_2019_JURY","5"
"ES","IT","VOTE_2019_JURY","4"
"NL","IT","VOTE_2019_JURY","6"
"BY","IT","VOTE_2019_JURY","7"
"FI","IT","VOTE_2019_JURY","5"
"LV","IT","VOTE_2019_JURY","2"
"AZ","IT","VOTE_2019_JURY","5"
"AM","IT","VOTE_2019_JURY","8"
"NO","IT","VOTE_2019_JURY","3"
"LT","IT","VOTE_2019_JURY","3"
"HU","IT","VOTE_2019_JURY","7"
"IE","IT","VOTE_2019_JURY","1"
"DE","IT","VOTE_2019_JURY","12"
"SI","IT","VOTE_2019_JURY","8"
"CZ","IT","VOTE_2019_JURY","8"
"RS","IT","VOTE_2019_JURY","10"
"MK","IT","VOTE_2019_JURY","12"
"AT","IT","VOTE_2019_JURY","7"
"HR","IT","VOTE_2019_JURY","12"
"DK","IT","VOTE_2019_JURY","1"
"SE","IT","VOTE_2019_JURY","8"
"FR","IT","VOTE_2019_JURY","8"
"IS","IT","VOTE_2019_JURY","3"
"SM","IT","VOTE_2019_JURY","12"
"AL","IT","VOTE_2016_PUBLIC","10"
"ME","IT","VOTE_2016_PUBLIC","4"
"MK","IT","VOTE_2016_PUBLIC","1"
"DE","IT","VOTE_2016_PUBLIC","1"
"MT","IT","VOTE_2016_PUBLIC","7"
"ES","IT","VOTE_2016_PUBLIC","3"
"CH","IT","VOTE_2016_PUBLIC","7"
"SI","IT","VOTE_2016_PUBLIC","1"
"NL","IT","VOTE_2017_PUBLIC","2"
"MK","IT","VOTE_2017_PUBLIC","8"
"AT","IT","VOTE_2017_PUBLIC","6"
"NO","IT","VOTE_2017_PUBLIC","2"
"HU","IT","VOTE_2017_PUBLIC","4"
"EE","IT","VOTE_2017_PUBLIC","5"
"SM","IT","VOTE_2017_PUBLIC","10"
"FR","IT","VOTE_2017_PUBLIC","5"
"AL","IT","VOTE_2017_PUBLIC","12"
"LT","IT","VOTE_2017_PUBLIC","5"
"AU","IT","VOTE_2017_PUBLIC","2"
"HR","IT","VOTE_2017_PUBLIC","7"
"SE","IT","VOTE_2017_PUBLIC","1"
"AM","IT","VOTE_2017_PUBLIC","4"
"ES","IT","VOTE_2017_PUBLIC","8"
"GB","IT","VOTE_2017_PUBLIC","2"
"ME","IT","VOTE_2017_PUBLIC","10"
"IL","IT","VOTE_2017_PUBLIC","8"
"DE","IT","VOTE_2017_PUBLIC","4"
"IS","IT","VOTE_2017_PUBLIC","7"
"RS","IT","VOTE_2017_PUBLIC","6"
"PT","IT","VOTE_2017_PUBLIC","4"
"SI","IT","VOTE_2017_PUBLIC","10"
"GE","IT","VOTE_2017_PUBLIC","5"
"BE","IT","VOTE_2017_PUBLIC","5"
"GR","IT","VOTE_2017_PUBLIC","7"
"CZ","IT","VOTE_2017_PUBLIC","1"
"MD","IT","VOTE_2017_PUBLIC","4"
"AZ","IT","VOTE_2017_PUBLIC","6"
"IE","IT","VOTE_2017_PUBLIC","1"
"CH","IT","VOTE_2017_PUBLIC","10"
"RO","IT","VOTE_2017_PUBLIC","6"
"MT","IT","VOTE_2017_PUBLIC","12"
"LV","IT","VOTE_2017_PUBLIC","3"
"FI","IT","VOTE_2017_PUBLIC","8"
"CY","IT","VOTE_2017_PUBLIC","8"
"DE","IT","VOTE_2018_PUBLIC","12"
"HR","IT","VOTE_2018_PUBLIC","10"
"SM","IT","VOTE_2018_PUBLIC","8"
"AM","IT","VOTE_2018_PUBLIC","3"
"HU","IT","VOTE_2018_PUBLIC","6"
"LT","IT","VOTE_2018_PUBLIC","7"
"FI","IT","VOTE_2018_PUBLIC","6"
"PL","IT","VOTE_2018_PUBLIC","5"
"ME","IT","VOTE_2018_PUBLIC","8"
"GR","IT","VOTE_2018_PUBLIC","8"
"RS","IT","VOTE_2018_PUBLIC","6"
"MT","IT","VOTE_2018_PUBLIC","12"
"BY","IT","VOTE_2018_PUBLIC","4"
"SI","IT","VOTE_2018_PUBLIC","10"
"IL","IT","VOTE_2018_PUBLIC","5"
"RU","IT","VOTE_2018_PUBLIC","6"
"MK","IT","VOTE_2018_PUBLIC","6"
"AZ","IT","VOTE_2018_PUBLIC","5"
"RO","IT","VOTE_2018_PUBLIC","6"
"BE","IT","VOTE_2018_PUBLIC","6"
"NL","IT","VOTE_2018_PUBLIC","7"
"AT","IT","VOTE_2018_PUBLIC","10"
"BG","IT","VOTE_2018_PUBLIC","6"
"PT","IT","VOTE_2018_PUBLIC","10"
"LV","IT","VOTE_2018_PUBLIC","6"
"ES","IT","VOTE_2018_PUBLIC","7"
"CZ","IT","VOTE_2018_PUBLIC","2"
"MD","IT","VOTE_2018_PUBLIC","8"
"UA","IT","VOTE_2018_PUBLIC","5"
"CY","IT","VOTE_2018_PUBLIC","7"
"AL","IT","VOTE_2018_PUBLIC","12"
"GE","IT","VOTE_2018_PUBLIC","5"
"FR","IT","VOTE_2018_PUBLIC","10"
"CH","IT","VOTE_2018_PUBLIC","8"
"EE","IT","VOTE_2018_PUBLIC","7"
"SI","IT","VOTE_2019_PUBLIC","8"
"FR","IT","VOTE_2019_PUBLIC","10"
"MK","IT","VOTE_2019_PUBLIC","3"
"DE","IT","VOTE_2019_PUBLIC","6"
"IL","IT","VOTE_2019_PUBLIC","8"
"SE","IT","VOTE_2019_PUBLIC","4"
"AM","IT","VOTE_2019_PUBLIC","7"
"BE","IT","VOTE_2019_PUBLIC","8"
"IS","IT","VOTE_2019_PUBLIC","6"
"BY","IT","VOTE_2019_PUBLIC","3"
"GE","IT","VOTE_2019_PUBLIC","1"
"LT","IT","VOTE_2019_PUBLIC","10"
"AU","IT","VOTE_2019_PUBLIC","5"
"PL","IT","VOTE_2019_PUBLIC","7"
"ES","IT","VOTE_2019_PUBLIC","12"
"HU","IT","VOTE_2019_PUBLIC","4"
"RS","IT","VOTE_2019_PUBLIC","7"
"RU","IT","VOTE_2019_PUBLIC","1"
"FI","IT","VOTE_2019_PUBLIC","3"
"CZ","IT","VOTE_2019_PUBLIC","2"
"MD","IT","VOTE_2019_PUBLIC","5"
"AT","IT","VOTE_2019_PUBLIC","10"
"RO","IT","VOTE_2019_PUBLIC","8"
"ME","IT","VOTE_2019_PUBLIC","5"
"DK","IT","VOTE_2019_PUBLIC","3"
"NL","IT","VOTE_2019_PUBLIC","10"
"PT","IT","VOTE_2019_PUBLIC","7"
"CH","IT","VOTE_2019_PUBLIC","12"
"MT","IT","VOTE_2019_PUBLIC","12"
"SM","IT","VOTE_2019_PUBLIC","8"
"CY","IT","VOTE_2019_PUBLIC","8"
"HR","IT","VOTE_2019_PUBLIC","12"
"IE","IT","VOTE_2019_PUBLIC","4"
"NO","IT","VOTE_2019_PUBLIC","7"
"GR","IT","VOTE_2019_PUBLIC","10"
"AZ","IT","VOTE_2019_PUBLIC","6"
"LV","IT","VOTE_2019_PUBLIC","3"
"AL","IT","VOTE_2019_PUBLIC","8"
"SI","IT","VOTE_2021_JURY","12"
"NO","IT","VOTE_2021_JURY","5"
"CY","IT","VOTE_2021_JURY","8"
"RU","IT","VOTE_2021_JURY","10"
"AU","IT","VOTE_2021_JURY","6"
"EE","IT","VOTE_2021_JURY","3"
"LT","IT","VOTE_2021_JURY","10"
"SE","IT","VOTE_2021_JURY","10"
"RO","IT","VOTE_2021_JURY","3"
"DE","IT","VOTE_2021_JURY","6"
"LV","IT","VOTE_2021_JURY","8"
"AT","IT","VOTE_2021_JURY","6"
"CH","IT","VOTE_2021_JURY","8"
"IS","IT","VOTE_2021_JURY","7"
"AL","IT","VOTE_2021_JURY","4"
"BE","IT","VOTE_2021_JURY","2"
"MK","IT","VOTE_2021_JURY","10"
"UA","IT","VOTE_2021_JURY","12"
"RS","IT","VOTE_2021_JURY","8"
"GR","IT","VOTE_2021_JURY","4"
"PL","IT","VOTE_2021_JURY","5"
"HR","IT","VOTE_2021_JURY","12"
"BG","IT","VOTE_2021_JURY","10"
"GE","IT","VOTE_2021_JURY","12"
"CZ","IT","VOTE_2021_JURY","6"
"SM","IT","VOTE_2021_JURY","10"
"PT","IT","VOTE_2021_JURY","3"
"FI","IT","VOTE_2021_JURY","6"
"SM","IT","VOTE_2021_PUBLIC","12"
"LV","IT","VOTE_2021_PUBLIC","7"
"AZ","IT","VOTE_2021_PUBLIC","10"
"NO","IT","VOTE_2021_PUBLIC","7"
"DE","IT","VOTE_2021_PUBLIC","7"
"NL","IT","VOTE_2021_PUBLIC","2"
"PT","IT","VOTE_2021_PUBLIC","7"
"AL","IT","VOTE_2021_PUBLIC","10"
"RU","IT","VOTE_2021_PUBLIC","10"
"PL","IT","VOTE_2021_PUBLIC","10"
"MT","IT","VOTE_2021_PUBLIC","12"
"GR","IT","VOTE_2021_PUBLIC","10"
"FR","IT","VOTE_2021_PUBLIC","10"
"IS","IT","VOTE_2021_PUBLIC","5"
"RS","IT","VOTE_2021_PUBLIC","12"
"HR","IT","VOTE_2021_PUBLIC","10"
"CZ","IT","VOTE_2021_PUBLIC","6"
"RO","IT","VOTE_2021_PUBLIC","10"
"GB","IT","VOTE_2021_PUBLIC","3"
"AT","IT","VOTE_2021_PUBLIC","8"
"IL","IT","VOTE_2021_PUBLIC","7"
"AU","IT","VOTE_2021_PUBLIC","7"
"CY","IT","VOTE_2021_PUBLIC","10"
"SE","IT","VOTE_2021_PUBLIC","3"
"UA","IT","VOTE_2021_PUBLIC","12"
"BE","IT","VOTE_2021_PUBLIC","8"
"EE","IT","VOTE_2021_PUBLIC","8"
"IE","IT","VOTE_2021_PUBLIC","6"
"BG","IT","VOTE_2021_PUBLIC","12"
"LT","IT","VOTE_2021_PUBLIC","10"
"GE","IT","VOTE_2021_PUBLIC","8"
"MD","IT","VOTE_2021_PUBLIC","8"
"DK","IT","VOTE_2021_PUBLIC","5"
"ES","IT","VOTE_2021_PUBLIC","10"
"CH","IT","VOTE_2021_PUBLIC","10"
"MK","IT","VOTE_2021_PUBLIC","8"
"FI","IT","VOTE_2021_PUBLIC","8"
"SI","IT","VOTE_2021_PUBLIC","10"
"ME","IT","VOTE_2022_JURY","10"
"SM","IT","VOTE_2022_JURY","3"
"ES","IT","VOTE_2022_JURY","10"
"BG","IT","VOTE_2022_JURY","1"
"PL","IT","VOTE_2022_JURY","4"
"BE","IT","VOTE_2022_JURY","8"
"MK","IT","VOTE_2022_JURY","7"
"HR","IT","VOTE_2022_JURY","4"
"IS","IT","VOTE_2022_JURY","6"
"SI","IT","VOTE_2022_JURY","12"
"GR","IT","VOTE_2022_JURY","1"
"FI","IT","VOTE_2022_JURY","2"
"EE","IT","VOTE_2022_JURY","10"
"AL","IT","VOTE_2022_JURY","12"
"AU","IT","VOTE_2022_JURY","3"
"AT","IT","VOTE_2022_JURY","3"
"AM","IT","VOTE_2022_JURY","10"
"CY","IT","VOTE_2022_JURY","1"
"RO","IT","VOTE_2022_JURY","4"
"AZ","IT","VOTE_2022_JURY","10"
"IE","IT","VOTE_2022_JURY","6"
"CH","IT","VOTE_2022_JURY","2"
"IL","IT","VOTE_2022_JURY","8"
"LT","IT","VOTE_2022_JURY","4"
"MT","IT","VOTE_2022_JURY","7"
"GE","IT","VOTE_2022_JURY","10"
"ES","IT","VOTE_2022_PUBLIC","5"
"SM","IT","VOTE_2022_PUBLIC","5"
"AT","IT","VOTE_2022_PUBLIC","3"
"IL","IT","VOTE_2022_PUBLIC","3"
"HR","IT","VOTE_2022_PUBLIC","6"
"DE","IT","VOTE_2022_PUBLIC","3"
"LT","IT","VOTE_2022_PUBLIC","3"
"GR","IT","VOTE_2022_PUBLIC","7"
"PT","IT","VOTE_2022_PUBLIC","3"
"MK","IT","VOTE_2022_PUBLIC","6"
"MT","IT","VOTE_2022_PUBLIC","10"
"RS","IT","VOTE_2022_PUBLIC","4"
"BG","IT","VOTE_2022_PUBLIC","2"
"FR","IT","VOTE_2022_PUBLIC","3"
"AU","IT","VOTE_2022_PUBLIC","1"
"AL","IT","VOTE_2022_PUBLIC","8"
"CY","IT","VOTE_2022_PUBLIC","5"
"ME","IT","VOTE_2022_PUBLIC","6"
"CH","IT","VOTE_2022_PUBLIC","8"
"SI","IT","VOTE_2022_PUBLIC","6"
"BE","IT","VOTE_2022_PUBLIC","4"
"AZ","IT","VOTE_2022_PUBLIC","5"
"RO","IT","VOTE_2022_PUBLIC","4"
"EE","IT","VOTE_2023_JURY","5"
"AU","IT","VOTE_2023_JURY","1"
"DE","IT","VOTE_2023_JURY","4"
"UA","IT","VOTE_2023_JURY","2"
"SM","IT","VOTE_2023_JURY","12"
"AZ","IT","VOTE_2023_JURY","6"
"NO","IT","VOTE_2023_JURY","6"
"FR","IT","VOTE_2023_JURY","2"
"FI","IT","VOTE_2023_JURY","6"
"AT","IT","VOTE_2023_JURY","12"
"CZ","IT","VOTE_2023_JURY","4"
"PL","IT","VOTE_2023_JURY","6"
"MT","IT","VOTE_2023_JURY","10"
"CH","IT","VOTE_2023_JURY","8"
"RS","IT","VOTE_2023_JURY","2"
"CY","IT","VOTE_2023_JURY","5"
"ES","IT","VOTE_2023_JURY","10"
"GB","IT","VOTE_2023_JURY","2"
"AL","IT","VOTE_2023_JURY","2"
"MD","IT","VOTE_2023_JURY","10"
"RO","IT","VOTE_2023_JURY","12"
"LV","IT","VOTE_2023_JURY","3"
"SI","IT","VOTE_2023_JURY","12"
"BE","IT","VOTE_2023_JURY","7"
"HR","IT","VOTE_2023_JURY","12"
"GE","IT","VOTE_2023_JURY","8"
"SE","IT","VOTE_2023_JURY","7"
"GR","IT","VOTE_2023_PUBLIC","5"
"RS","IT","VOTE_2023_PUBLIC","2"
"CY","IT","VOTE_2023_PUBLIC","6"
"MD","IT","VOTE_2023_PUBLIC","5"
"NO","IT","VOTE_2023_PUBLIC","7"
"BE","IT","VOTE_2023_PUBLIC","7"
"GE","IT","VOTE_2023_PUBLIC","5"
"CH","IT","VOTE_2023_PUBLIC","10"
"PT","IT","VOTE_2023_PUBLIC","6"
"CZ","IT","VOTE_2023_PUBLIC","1"
"DK","IT","VOTE_2023_PUBLIC","3"
"SE","IT","VOTE_2023_PUBLIC","6"
"NL","IT","VOTE_2023_PUBLIC","3"
"DE","IT","VOTE_2023_PUBLIC","10"
"MT","IT","VOTE_2023_PUBLIC","12"
"IL","IT","VOTE_2023_PUBLIC","7"
"EE","IT","VOTE_2023_PUBLIC","2"
"AT","IT","VOTE_2023_PUBLIC","8"
"AZ","IT","VOTE_2023_PUBLIC","4"
"FR","IT","VOTE_2023_PUBLIC","7"
"HR","IT","VOTE_2023_PUBLIC","8"
"AL","IT","VOTE_2023_PUBLIC","12"
"AM","IT","VOTE_2023_PUBLIC","3"
"IS","IT","VOTE_2023_PUBLIC","1"
"LT","IT","VOTE_2023_PUBLIC","6"
"SM","IT","VOTE_2023_PUBLIC","7"
"SI","IT","VOTE_2023_PUBLIC","8"
"RO","IT","VOTE_2023_PUBLIC","7"
"ES","IT","VOTE_2023_PUBLIC","6"
"HR","LT","VOTE_1999_JURY","2"
"CY","LT","VOTE_1999_JURY","5"
"IL","LT","VOTE_1999_JURY","3"
"EE","LT","VOTE_1999_JURY","2"
"MT","LT","VOTE_1999_JURY","1"
"GB","LT","VOTE_2001_JURY","4"
"IE","LT","VOTE_2001_JURY","1"
"LV","LT","VOTE_2001_JURY","5"
"IS","LT","VOTE_2001_JURY","1"
"SE","LT","VOTE_2001_JURY","1"
"SI","LT","VOTE_2001_JURY","2"
"IL","LT","VOTE_2001_JURY","4"
"RU","LT","VOTE_2001_JURY","10"
"BA","LT","VOTE_2001_JURY","2"
"NL","LT","VOTE_2001_JURY","5"
"EE","LT","VOTE_2002_JURY","2"
"RU","LT","VOTE_2002_JURY","4"
"LV","LT","VOTE_2002_JURY","6"
"PT","LT","VOTE_2006_JURY","4"
"CS","LT","VOTE_2006_JURY","3"
"EE","LT","VOTE_2006_JURY","8"
"NO","LT","VOTE_2006_JURY","5"
"MC","LT","VOTE_2006_JURY","7"
"BY","LT","VOTE_2006_JURY","6"
"ES","LT","VOTE_2006_JURY","4"
"FI","LT","VOTE_2006_JURY","8"
"GB","LT","VOTE_2006_JURY","10"
"AD","LT","VOTE_2006_JURY","7"
"DK","LT","VOTE_2006_JURY","7"
"PL","LT","VOTE_2006_JURY","8"
"BE","LT","VOTE_2006_JURY","4"
"IS","LT","VOTE_2006_JURY","10"
"GR","LT","VOTE_2006_JURY","4"
"IE","LT","VOTE_2006_JURY","12"
"SI","LT","VOTE_2006_JURY","3"
"MD","LT","VOTE_2006_JURY","4"
"CY","LT","VOTE_2006_JURY","4"
"RU","LT","VOTE_2006_JURY","5"
"SE","LT","VOTE_2006_JURY","3"
"BG","LT","VOTE_2006_JURY","1"
"LV","LT","VOTE_2006_JURY","10"
"HR","LT","VOTE_2006_JURY","6"
"IL","LT","VOTE_2006_JURY","3"
"MK","LT","VOTE_2006_JURY","3"
"MT","LT","VOTE_2006_JURY","1"
"NL","LT","VOTE_2006_JURY","6"
"DE","LT","VOTE_2006_JURY","1"
"UA","LT","VOTE_2006_JURY","5"
"BY","LT","VOTE_2007_JURY","2"
"GB","LT","VOTE_2007_JURY","3"
"IE","LT","VOTE_2007_JURY","12"
"LV","LT","VOTE_2007_JURY","10"
"AD","LT","VOTE_2007_JURY","1"
"IE","LT","VOTE_2009_JURY","7"
"BG","LT","VOTE_2009_JURY","1"
"DK","LT","VOTE_2009_JURY","1"
"LV","LT","VOTE_2009_JURY","7"
"EE","LT","VOTE_2009_JURY","2"
"GB","LT","VOTE_2009_JURY","4"
"AZ","LT","VOTE_2009_JURY","1"
"IE","LT","VOTE_2011_JURY","10"
"GB","LT","VOTE_2011_JURY","6"
"RO","LT","VOTE_2011_JURY","1"
"RS","LT","VOTE_2011_JURY","7"
"GE","LT","VOTE_2011_JURY","12"
"ES","LT","VOTE_2011_JURY","1"
"RU","LT","VOTE_2011_JURY","2"
"NO","LT","VOTE_2011_JURY","3"
"PL","LT","VOTE_2011_JURY","12"
"HR","LT","VOTE_2011_JURY","2"
"LV","LT","VOTE_2011_JURY","7"
"NL","LT","VOTE_2012_JURY","1"
"BY","LT","VOTE_2012_JURY","8"
"GB","LT","VOTE_2012_JURY","7"
"RU","LT","VOTE_2012_JURY","5"
"MT","LT","VOTE_2012_JURY","4"
"ME","LT","VOTE_2012_JURY","1"
"BG","LT","VOTE_2012_JURY","5"
"FR","LT","VOTE_2012_JURY","3"
"IE","LT","VOTE_2012_JURY","7"
"EE","LT","VOTE_2012_JURY","3"
"GE","LT","VOTE_2012_JURY","12"
"AZ","LT","VOTE_2012_JURY","4"
"LV","LT","VOTE_2012_JURY","4"
"NO","LT","VOTE_2012_JURY","6"
"BY","LT","VOTE_2013_JURY","5"
"UA","LT","VOTE_2013_JURY","1"
"IT","LT","VOTE_2013_JURY","6"
"IE","LT","VOTE_2013_JURY","1"
"GE","LT","VOTE_2013_JURY","1"
"AZ","LT","VOTE_2013_JURY","3"
"NO","LT","VOTE_2015_JURY","6"
"GE","LT","VOTE_2015_JURY","3"
"GB","LT","VOTE_2015_JURY","4"
"EE","LT","VOTE_2015_JURY","2"
"IE","LT","VOTE_2015_JURY","7"
"LV","LT","VOTE_2015_JURY","7"
"DK","LT","VOTE_2015_JURY","1"
"GB","LT","VOTE_2016_JURY","4"
"MD","LT","VOTE_2016_JURY","4"
"IL","LT","VOTE_2016_JURY","1"
"EE","LT","VOTE_2016_JURY","5"
"NO","LT","VOTE_2016_JURY","2"
"SE","LT","VOTE_2016_JURY","2"
"AT","LT","VOTE_2016_JURY","1"
"DE","LT","VOTE_2016_JURY","1"
"BY","LT","VOTE_2016_JURY","10"
"UA","LT","VOTE_2016_JURY","12"
"HU","LT","VOTE_2016_JURY","3"
"BG","LT","VOTE_2016_JURY","1"
"GE","LT","VOTE_2016_JURY","5"
"CZ","LT","VOTE_2016_JURY","3"
"AU","LT","VOTE_2016_JURY","7"
"RS","LT","VOTE_2016_JURY","8"
"FI","LT","VOTE_2016_JURY","6"
"AZ","LT","VOTE_2016_JURY","5"
"CH","LT","VOTE_2016_JURY","7"
"PL","LT","VOTE_2016_JURY","2"
"LV","LT","VOTE_2016_JURY","10"
"DK","LT","VOTE_2016_JURY","5"
"AU","LT","VOTE_2018_JURY","3"
"RO","LT","VOTE_2018_JURY","6"
"NL","LT","VOTE_2018_JURY","7"
"CH","LT","VOTE_2018_JURY","8"
"PT","LT","VOTE_2018_JURY","6"
"NO","LT","VOTE_2018_JURY","3"
"PL","LT","VOTE_2018_JURY","1"
"LV","LT","VOTE_2018_JURY","4"
"RU","LT","VOTE_2018_JURY","3"
"DE","LT","VOTE_2018_JURY","4"
"BY","LT","VOTE_2018_JURY","5"
"HR","LT","VOTE_2018_JURY","12"
"GE","LT","VOTE_2018_JURY","2"
"EE","LT","VOTE_2018_JURY","10"
"HU","LT","VOTE_2018_JURY","5"
"BG","LT","VOTE_2018_JURY","10"
"CZ","LT","VOTE_2018_JURY","1"
"DK","LT","VOTE_2016_PUBLIC","6"
"CY","LT","VOTE_2016_PUBLIC","3"
"IE","LT","VOTE_2016_PUBLIC","12"
"GE","LT","VOTE_2016_PUBLIC","5"
"IS","LT","VOTE_2016_PUBLIC","4"
"GB","LT","VOTE_2016_PUBLIC","12"
"AL","LT","VOTE_2016_PUBLIC","4"
"AU","LT","VOTE_2016_PUBLIC","1"
"MD","LT","VOTE_2016_PUBLIC","3"
"EE","LT","VOTE_2016_PUBLIC","5"
"SM","LT","VOTE_2016_PUBLIC","8"
"ME","LT","VOTE_2016_PUBLIC","2"
"LV","LT","VOTE_2016_PUBLIC","8"
"UA","LT","VOTE_2016_PUBLIC","3"
"NO","LT","VOTE_2016_PUBLIC","12"
"SE","LT","VOTE_2016_PUBLIC","6"
"IT","LT","VOTE_2016_PUBLIC","2"
"UA","LT","VOTE_2018_PUBLIC","2"
"CY","LT","VOTE_2018_PUBLIC","6"
"NO","LT","VOTE_2018_PUBLIC","12"
"SE","LT","VOTE_2018_PUBLIC","7"
"GE","LT","VOTE_2018_PUBLIC","7"
"EE","LT","VOTE_2018_PUBLIC","12"
"LV","LT","VOTE_2018_PUBLIC","12"
"GB","LT","VOTE_2018_PUBLIC","12"
"DE","LT","VOTE_2018_PUBLIC","4"
"IE","LT","VOTE_2018_PUBLIC","12"
"MT","LT","VOTE_2018_PUBLIC","5"
"FI","LT","VOTE_2021_JURY","3"
"ES","LT","VOTE_2021_JURY","2"
"LV","LT","VOTE_2021_JURY","6"
"IE","LT","VOTE_2021_JURY","4"
"CH","LT","VOTE_2021_JURY","4"
"IL","LT","VOTE_2021_JURY","10"
"IT","LT","VOTE_2021_JURY","12"
"SM","LT","VOTE_2021_JURY","6"
"GE","LT","VOTE_2021_JURY","3"
"DE","LT","VOTE_2021_JURY","1"
"HR","LT","VOTE_2021_JURY","2"
"EE","LT","VOTE_2021_JURY","2"
"BE","LT","VOTE_2021_PUBLIC","7"
"EE","LT","VOTE_2021_PUBLIC","10"
"PL","LT","VOTE_2021_PUBLIC","4"
"RU","LT","VOTE_2021_PUBLIC","2"
"IL","LT","VOTE_2021_PUBLIC","3"
"CY","LT","VOTE_2021_PUBLIC","5"
"FI","LT","VOTE_2021_PUBLIC","5"
"UA","LT","VOTE_2021_PUBLIC","10"
"SE","LT","VOTE_2021_PUBLIC","7"
"GB","LT","VOTE_2021_PUBLIC","12"
"LV","LT","VOTE_2021_PUBLIC","12"
"MD","LT","VOTE_2021_PUBLIC","2"
"DK","LT","VOTE_2021_PUBLIC","4"
"AU","LT","VOTE_2021_PUBLIC","6"
"RO","LT","VOTE_2021_PUBLIC","3"
"IS","LT","VOTE_2021_PUBLIC","4"
"MT","LT","VOTE_2021_PUBLIC","6"
"NO","LT","VOTE_2021_PUBLIC","12"
"IT","LT","VOTE_2021_PUBLIC","5"
"CH","LT","VOTE_2021_PUBLIC","1"
"CZ","LT","VOTE_2021_PUBLIC","1"
"GE","LT","VOTE_2021_PUBLIC","10"
"ES","LT","VOTE_2021_PUBLIC","4"
"NL","LT","VOTE_2021_PUBLIC","3"
"IE","LT","VOTE_2021_PUBLIC","12"
"DE","LT","VOTE_2021_PUBLIC","12"
"AT","LT","VOTE_2021_PUBLIC","3"
"NO","LT","VOTE_2022_JURY","2"
"IS","LT","VOTE_2022_JURY","1"
"HR","LT","VOTE_2022_JURY","7"
"SI","LT","VOTE_2022_JURY","10"
"RS","LT","VOTE_2022_JURY","2"
"EE","LT","VOTE_2022_JURY","2"
"PT","LT","VOTE_2022_JURY","5"
"ME","LT","VOTE_2022_JURY","2"
"LV","LT","VOTE_2022_JURY","1"
"DK","LT","VOTE_2022_JURY","3"
"EE","LT","VOTE_2022_PUBLIC","7"
"HR","LT","VOTE_2022_PUBLIC","3"
"AM","LT","VOTE_2022_PUBLIC","2"
"IS","LT","VOTE_2022_PUBLIC","2"
"GE","LT","VOTE_2022_PUBLIC","5"
"NO","LT","VOTE_2022_PUBLIC","10"
"GB","LT","VOTE_2022_PUBLIC","7"
"RS","LT","VOTE_2022_PUBLIC","3"
"SE","LT","VOTE_2022_PUBLIC","3"
"FI","LT","VOTE_2022_PUBLIC","2"
"UA","LT","VOTE_2022_PUBLIC","10"
"PL","LT","VOTE_2022_PUBLIC","2"
"MD","LT","VOTE_2022_PUBLIC","4"
"PT","LT","VOTE_2022_PUBLIC","1"
"LV","LT","VOTE_2022_PUBLIC","10"
"DK","LT","VOTE_2022_PUBLIC","7"
"SI","LT","VOTE_2022_PUBLIC","2"
"AU","LT","VOTE_2022_PUBLIC","2"
"IE","LT","VOTE_2022_PUBLIC","8"
"CY","LT","VOTE_2022_PUBLIC","2"
"MK","LT","VOTE_2022_PUBLIC","1"
"AT","LT","VOTE_2023_JURY","7"
"PL","LT","VOTE_2023_JURY","3"
"IT","LT","VOTE_2023_JURY","3"
"GB","LT","VOTE_2023_JURY","8"
"GE","LT","VOTE_2023_JURY","6"
"AU","LT","VOTE_2023_JURY","10"
"LV","LT","VOTE_2023_JURY","7"
"DE","LT","VOTE_2023_JURY","1"
"SM","LT","VOTE_2023_JURY","8"
"DK","LT","VOTE_2023_JURY","4"
"SI","LT","VOTE_2023_JURY","8"
"UA","LT","VOTE_2023_JURY","10"
"MT","LT","VOTE_2023_JURY","4"
"IE","LT","VOTE_2023_JURY","1"
"EE","LT","VOTE_2023_JURY","1"
"GE","LT","VOTE_2023_PUBLIC","4"
"PL","LT","VOTE_2023_PUBLIC","1"
"SM","LT","VOTE_2023_PUBLIC","2"
"LV","LT","VOTE_2023_PUBLIC","10"
"UA","LT","VOTE_2023_PUBLIC","4"
"EE","LT","VOTE_2023_PUBLIC","5"
